"organ","stat","year","latitude","city_code","home_number","ud","hard_code","month","street","dat_sover","objectid","time_period","reg_code","crime_code","longitude"
"РУВД Ауэзовского района","ст.190 ч.3","2016","43.23159038","г. Алматы","220","167513030002351","3","2","АБАЯ","03.02.2016","1971170","2","Ауэзовский р-н","1900","76.869390113999998"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.224156381","г. Алматы","12","167513030002332","2","2","МКР.3","03.02.2016","2240477","2","Ауэзовский р-н","1880","76.849898467000003"
"РУВД Бостандыкского района","ст.297 ч.2","2016","43.205653333000001","г. Алматы","","167514030002276","3","2","Алмагуль","03.02.2016","2332703","2","Бостандыкский р-н","2970","76.903205838999995"
"РУВД Бостандыкского района","ст.190 ч.2","2016","43.226182962000003","г. Алматы","222","167514030002272","2","2","АЙМАНОВА","03.02.2016","2149136","1","Бостандыкский р-н","1900","76.898879241000003"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.204639702000001","г. Алматы","247","167514030002269","2","2","РОЗЫБАКИЕВА","03.02.2016","2510056","1","Бостандыкский р-н","1880","76.893758430999995"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.192480373000002","г. Алматы","8","167514030002268","2","2","МКР.КАЗАХФИЛЬМ","03.02.2016","2556576","1","Бостандыкский р-н","1880","76.903303207999997"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.271587367999999","г. Алматы","2","167515030002343","1","2","СУЮНБАЯ","03.02.2016","839353","3","Жетысуский р-н","1900","76.950080506000006"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.303366961999998","г. Алматы","30","167515030002323","2","2","МКР.ДОРОЖНИК","03.02.2016","863989","3","Жетысуский р-н","1880","76.898729011"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.290171940999997","г. Алматы","226","167515030002306","2","2","ПОТАНИНА","03.02.2016","1974191","2","Жетысуский р-н","1880","76.952432275000007"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.314312364999999","г. Алматы","37","167515030002321","2","2","МКР.АЙНАБУЛАК-2","03.02.2016","1980132","2","Жетысуский р-н","1880","76.910663892000002"
"РУВД Жетысуского района","ст.187 ч.1","2016","43.327524359000002","г. Алматы","161","167515030002353","1","2","ПАЛЛАДИНА","03.02.2016","2556560","3","Жетысуский р-н","1870","76.925374114999997"
"РУВД Медеуского района","ст.188 ч.1","2016","43.255007356999997","г. Алматы","30","167517030001954","2","2","ТОЛЕ БИ","03.02.2016","844145","1","Медеуский р-н","1880","76.953852828999999"
"РУВД Медеуского района","ст.191 ч.2","2016","43.257818071999999","г. Алматы","25","167517030001977","3","2","КАЗЫБЕК БИ","03.02.2016","2005870","1","Медеуский р-н","1910","76.960155713000006"
"РУВД Медеуского района","ст.105 ч.1","2016","43.223984221999999","г. Алматы","248","167517030001976","2","2","ФУРМАНОВА","03.02.2016","2166061","1","Медеуский р-н","1050","76.953652172000005"
"РУВД Турксибского района","ст.188 ч.1","2016","43.341272426000003","г. Алматы","9","167519030001616","2","2","ОСИПЕНКО","03.02.2016","876370","1","Турксибский р-н","1880","76.945751533000006"
"РУВД Турксибского района","ст.188 ч.2","2016","43.333780265000001","г. Алматы","14","167519030001651","2","2","СЕЙФУЛЛИНА","03.02.2016","2025035","3","Турксибский р-н","1880","76.945683947000006"
"РУВД Турксибского района","ст.106 ч.3","2016","43.321947575000003","г. Алматы","67","167519030001584","3","2","СЕЙФУЛЛИНА","03.02.2016","2166062","2","Турксибский р-н","1060","76.938710583000002"
"РУВД Алатауского района","ст.188 ч.2","2016","43.352201297999997","г. Алматы","","167512030002682","2","2","","04.02.2016","2265209","1","Алатауский р-н","1880","76.859877006999994"
"РУВД Алатауского района","ст.188 ч.2","2016","43.247278909999999","г. Алматы","","167512030002679","2","2","","04.02.2016","2265203","1","Алатауский р-н","1880","76.795681185000007"
"РУВД Алатауского района","ст.188 ч.2","2016","43.33600363","г. Алматы","","167512030002687","2","2","ВЫСОКОВОЛЬТНАЯ (КАРАСУ)","04.02.2016","2265204","1","Алатауский р-н","1880","76.903918996000002"
"РУВД Алатауского района","ст.188 ч.1","2016","43.245187334999997","г. Алматы","","167512030002676","2","2","РАЙЫМБЕКА","04.02.2016","2265236","1","Алатауский р-н","1880","76.814690880000001"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.255150757000003","г. Алматы","32","167511030003035","2","2","ТОЛЕ БИ","04.02.2016","728470","1","Алмалинский р-н","1880","76.942710043999995"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.268332893999997","г. Алматы","28","167511030003052","1","2","АБЫЛАЙ ХАНА","04.02.2016","2183720","1","Алмалинский р-н","1900","76.940823311000003"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.243439047000003","г. Алматы","58","167511030002998","2","2","АБАЯ","04.02.2016","1994370","1","Алмалинский р-н","1880","76.945304918999994"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.250589916999999","г. Алматы","62А","167511030003028","1","2","КАРАСАЙ БАТЫРА","04.02.2016","2183716","1","Алмалинский р-н","1900","76.940842031000003"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.218593239","г. Алматы","1Г","167513030002441","2","2","МКР.ЖЕТЫСУ-3","04.02.2016","804031","1","Ауэзовский р-н","1880","76.842852906999994"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.246738209","г. Алматы","279Д","167513030002445","1","2","ТОЛЕ БИ","04.02.2016","900165","3","Ауэзовский р-н","1900","76.858482383999998"
"РУВД Ауэзовского района","ст.188 ч.3","2016","43.240134562999998","г. Алматы","28Б","167513030002392","3","2","МКР.АКСАЙ-1А","04.02.2016","2011241","1","Ауэзовский р-н","1880","76.825436280999995"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.225516112999998","г. Алматы","40","167514030002372","2","2","ТИМИРЯЗЕВА","04.02.2016","851535","3","Бостандыкский р-н","1880","76.907032774000001"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.202744670999998","г. Алматы","11","167514030002364","2","2","ТОРАЙГЫРОВА","04.02.2016","2253924","3","Бостандыкский р-н","1880","76.877567249999998"
"РУВД Жетысуского района","ст.187 ч.1","2016","43.317259235999998","г. Алматы","80","167515030002414","1","2","МКР.АЙНАБУЛАК-2","04.02.2016","843978","3","Жетысуский р-н","1870","76.916319368000003"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.303960465999999","г. Алматы","43","167515030002420","2","2","МКР.ДОРОЖНИК","04.02.2016","903786","1","Жетысуский р-н","1880","76.899590825999994"
"РУВД Жетысуского района","ст.190 ч.2","2016","43.303886697999999","г. Алматы","14","167515030002434","2","2","МКР.КУЛАГЕР","04.02.2016","1979782","1","Жетысуский р-н","1900","76.923022152000001"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.264665274999999","г. Алматы","239Г","167515030002381","2","2","РАЙЫМБЕКА","04.02.2016","2573449","1","Жетысуский р-н","1880","76.900756901999998"
"РУВД Медеуского района","ст.188 ч.1","2016","43.262136566000002","г. Алматы","70","167517030002033","2","2","ЖИБЕК ЖОЛЫ","04.02.2016","1989947","1","Медеуский р-н","1880","76.947562626000007"
"РУВД Турксибского района","ст.190 ч.1","2016","43.339246230000001","г. Алматы","3","167519030001701","1","2","ТЫНЫШБАЕВА","04.02.2016","2037208","3","Турксибский р-н","1900","76.949313923999995"
"РУВД Турксибского района","ст.188 ч.2","2016","43.320514285000002","г. Алматы","44","167519030001707","2","2","КАССИНА","04.02.2016","1958337","3","Турксибский р-н","1880","76.936009134000003"
"РУВД Алатауского района","ст.188 ч.1","2016","43.281990297","г. Алматы","4А","167512030002766","2","2","ЖАНКОЖА БАТЫРА (ШАНЫРАК-2)","05.02.2016","2378909","1","Алатауский р-н","1880","76.850649485999995"
"РУВД Алатауского района","ст.191 ч.2","2016","43.291773509999999","г. Алматы","","167512030002723","3","2","","05.02.2016","2265179","1","Алатауский р-н","1910","76.857210198000004"
"РУВД Алатауского района","ст.190 ч.2","2016","43.264594557999999","г. Алматы","24","167512030002775","2","2","ТОМАНОВА (АКБУЛАК)","05.02.2016","2148834","1","Алатауский р-н","1900","76.836227910000005"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.232908029999997","г. Алматы","44","167513030002497","2","2","МКР.5","05.02.2016","821749","1","Ауэзовский р-н","1880","76.863881411999998"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.239615577000002","г. Алматы","15","167513030002468","2","2","МКР.АКСАЙ-2","05.02.2016","876846","1","Ауэзовский р-н","1880","76.838495213000002"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.225719085999998","г. Алматы","8","167513030002509","2","2","АЛТЫНСАРИНА","05.02.2016","903146","3","Ауэзовский р-н","1880","76.865025399000004"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.229532368999998","г. Алматы","72","167513030002482","2","2","МКР.1","05.02.2016","2507858","1","Ауэзовский р-н","1880","76.849489887000004"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.237460460000001","г. Алматы","130","167514030002434","1","2","АЙМАНОВА","05.02.2016","1993945","3","Бостандыкский р-н","1900","76.897461440000001"
